Date,Close
1-Jan-23,"Rp 18,680,180.73"
31-Dec-22,"Rp 18,596,029.90"
30-Dec-22,"Rp 18,629,241.37"
29-Dec-22,"Rp 18,779,913.79"
28-Dec-22,"Rp 18,788,630.40"
27-Dec-22,"Rp 18,943,805.38"
26-Dec-22,"Rp 19,169,020.09"
25-Dec-22,"Rp 19,001,990.98"
24-Dec-22,"Rp 19,041,638.37"
23-Dec-22,"Rp 19,013,108.01"
22-Dec-22,"Rp 18,977,207.02"
21-Dec-22,"Rp 18,859,707.97"
20-Dec-22,"Rp 18,951,729.67"
19-Dec-22,"Rp 18,176,825.73"
18-Dec-22,"Rp 18,479,418.06"
17-Dec-22,"Rp 18,554,084.36"
16-Dec-22,"Rp 18,243,596.49"
15-Dec-22,"Rp 19,792,352.10"
14-Dec-22,"Rp 20,028,447.00"
13-Dec-22,"Rp 20,548,010.25"
12-Dec-22,"Rp 19,981,374.45"
11-Dec-22,"Rp 19,706,368.20"
10-Dec-22,"Rp 19,759,391.09"
9-Dec-22,"Rp 19,727,267.10"
8-Dec-22,"Rp 19,976,446.66"
7-Dec-22,"Rp 19,235,883.59"
6-Dec-22,"Rp 19,869,527.71"
5-Dec-22,"Rp 19,550,623.27"
4-Dec-22,"Rp 19,750,954.46"
3-Dec-22,"Rp 19,118,387.71"
2-Dec-22,"Rp 19,901,467.59"
1-Dec-22,"Rp 19,604,205.58"
30-Nov-22,"Rp 20,261,330.57"
29-Nov-22,"Rp 19,146,114.84"
28-Nov-22,"Rp 18,420,198.37"
27-Nov-22,"Rp 18,743,279.74"
26-Nov-22,"Rp 18,924,759.30"
25-Nov-22,"Rp 18,814,545.01"
24-Nov-22,"Rp 18,838,243.59"
23-Nov-22,"Rp 18,481,281.27"
22-Nov-22,"Rp 17,360,355.43"
21-Nov-22,"Rp 17,446,363.63"
20-Nov-22,"Rp 17,887,768.05"
19-Nov-22,"Rp 19,057,901.09"
18-Nov-22,"Rp 18,961,951.85"
17-Nov-22,"Rp 18,893,522.58"
16-Nov-22,"Rp 19,010,443.50"
15-Nov-22,"Rp 19,473,134.89"
14-Nov-22,"Rp 19,310,980.73"
13-Nov-22,"Rp 19,059,708.05"
12-Nov-22,"Rp 19,423,959.31"
11-Nov-22,"Rp 19,918,290.62"
10-Nov-22,"Rp 20,171,914.01"
9-Nov-22,"Rp 17,244,060.81"
8-Nov-22,"Rp 20,868,206.88"
7-Nov-22,"Rp 24,584,060.57"
6-Nov-22,"Rp 24,651,941.83"
5-Nov-22,"Rp 25,420,070.04"
4-Nov-22,"Rp 25,687,310.86"
3-Nov-22,"Rp 24,132,349.35"
2-Nov-22,"Rp 23,869,353.75"
1-Nov-22,"Rp 24,760,131.10"
31-Oct-22,"Rp 24,571,697.63"
30-Oct-22,"Rp 24,745,608.09"
29-Oct-22,"Rp 25,197,844.73"
28-Oct-22,"Rp 24,198,757.38"
27-Oct-22,"Rp 23,590,931.52"
26-Oct-22,"Rp 24,286,090.84"
25-Oct-22,"Rp 22,704,195.19"
24-Oct-22,"Rp 20,979,286.43"
23-Oct-22,"Rp 21,314,311.85"
22-Oct-22,"Rp 20,420,529.95"
21-Oct-22,"Rp 20,197,527.86"
20-Oct-22,"Rp 19,969,236.92"
19-Oct-22,"Rp 20,040,380.66"
18-Oct-22,"Rp 20,278,250.58"
17-Oct-22,"Rp 20,563,589.10"
16-Oct-22,"Rp 20,152,460.41"
15-Oct-22,"Rp 19,725,069.11"
14-Oct-22,"Rp 20,073,973.93"
13-Oct-22,"Rp 19,837,752.04"
12-Oct-22,"Rp 19,836,216.71"
11-Oct-22,"Rp 19,646,605.27"
10-Oct-22,"Rp 19,784,325.49"
9-Oct-22,"Rp 20,173,819.86"
8-Oct-22,"Rp 20,114,923.36"
7-Oct-22,"Rp 20,375,117.42"
6-Oct-22,"Rp 20,588,293.32"
5-Oct-22,"Rp 20,572,256.19"
4-Oct-22,"Rp 20,669,113.15"
3-Oct-22,"Rp 20,207,461.87"
2-Oct-22,"Rp 19,432,060.56"
1-Oct-22,"Rp 20,073,012.87"
30-Sep-22,"Rp 20,322,986.67"
29-Sep-22,"Rp 20,285,487.37"
28-Sep-22,"Rp 20,295,678.00"
27-Sep-22,"Rp 20,180,431.47"
26-Sep-22,"Rp 20,284,449.22"
25-Sep-22,"Rp 19,462,171.10"
24-Sep-22,"Rp 19,917,990.47"
23-Sep-22,"Rp 20,073,138.76"
22-Sep-22,"Rp 19,950,584.59"
21-Sep-22,"Rp 18,863,021.48"
20-Sep-22,"Rp 19,889,265.29"
19-Sep-22,"Rp 20,643,627.71"
18-Sep-22,"Rp 19,967,360.19"
17-Sep-22,"Rp 22,044,948.84"
16-Sep-22,"Rp 21,485,570.00"
15-Sep-22,"Rp 21,991,662.12"
14-Sep-22,"Rp 24,394,632.13"
13-Sep-22,"Rp 23,660,285.62"
12-Sep-22,"Rp 25,467,750.55"
11-Sep-22,"Rp 26,127,668.13"
10-Sep-22,"Rp 26,351,403.65"
9-Sep-22,"Rp 25,504,867.48"
8-Sep-22,"Rp 24,374,856.83"
7-Sep-22,"Rp 24,299,133.21"
6-Sep-22,"Rp 23,271,615.44"
5-Sep-22,"Rp 24,083,738.68"
4-Sep-22,"Rp 23,501,711.20"
3-Sep-22,"Rp 23,185,414.25"
2-Sep-22,"Rp 23,488,441.05"
1-Sep-22,"Rp 23,658,620.06"
31-Aug-22,"Rp 23,070,356.90"
30-Aug-22,"Rp 22,643,483.57"
29-Aug-22,"Rp 23,120,377.26"
28-Aug-22,"Rp 21,197,930.34"
27-Aug-22,"Rp 22,117,313.82"
26-Aug-22,"Rp 22,360,344.46"
25-Aug-22,"Rp 25,064,813.74"
24-Aug-22,"Rp 24,607,328.57"
23-Aug-22,"Rp 24,694,627.15"
22-Aug-22,"Rp 24,192,940.86"
21-Aug-22,"Rp 24,070,652.48"
20-Aug-22,"Rp 23,458,561.47"
19-Aug-22,"Rp 23,993,831.93"
18-Aug-22,"Rp 27,428,251.05"
17-Aug-22,"Rp 27,074,687.76"
16-Aug-22,"Rp 27,701,804.55"
15-Aug-22,"Rp 28,137,732.15"
14-Aug-22,"Rp 28,409,145.41"
13-Aug-22,"Rp 29,048,526.21"
12-Aug-22,"Rp 28,695,338.54"
11-Aug-22,"Rp 27,714,758.50"
10-Aug-22,"Rp 27,343,758.62"
9-Aug-22,"Rp 25,306,951.95"
8-Aug-22,"Rp 26,333,123.34"
7-Aug-22,"Rp 25,308,554.88"
6-Aug-22,"Rp 25,283,521.77"
5-Aug-22,"Rp 25,890,277.01"
4-Aug-22,"Rp 23,946,667.16"
3-Aug-22,"Rp 24,099,861.54"
2-Aug-22,"Rp 24,323,048.90"
1-Aug-22,"Rp 24,274,979.16"
31-Jul-22,"Rp 24,941,439.32"
30-Jul-22,"Rp 25,126,466.52"
29-Jul-22,"Rp 25,592,224.62"
28-Jul-22,"Rp 25,640,457.28"
27-Jul-22,"Rp 24,413,737.40"
26-Jul-22,"Rp 21,613,621.00"
25-Jul-22,"Rp 21,637,100.75"
24-Jul-22,"Rp 24,020,165.00"
23-Jul-22,"Rp 23,205,378.41"
22-Jul-22,"Rp 23,027,253.90"
21-Jul-22,"Rp 23,676,392.56"
20-Jul-22,"Rp 22,766,906.00"
19-Jul-22,"Rp 23,084,221.62"
18-Jul-22,"Rp 23,651,562.14"
17-Jul-22,"Rp 20,073,445.02"
16-Jul-22,"Rp 20,284,460.04"
15-Jul-22,"Rp 18,492,435.79"
14-Jul-22,"Rp 17,927,226.81"
13-Jul-22,"Rp 16,737,716.03"
12-Jul-22,"Rp 15,556,264.36"
11-Jul-22,"Rp 16,470,178.43"
10-Jul-22,"Rp 17,499,027.67"
9-Jul-22,"Rp 18,226,622.90"
8-Jul-22,"Rp 18,309,414.13"
7-Jul-22,"Rp 18,520,152.53"
6-Jul-22,"Rp 17,799,327.70"
5-Jul-22,"Rp 17,035,302.88"
4-Jul-22,"Rp 17,259,727.98"
3-Jul-22,"Rp 16,040,336.13"
2-Jul-22,"Rp 15,971,188.67"
1-Jul-22,"Rp 15,870,175.51"
30-Jun-22,"Rp 15,933,597.05"
29-Jun-22,"Rp 16,339,976.83"
28-Jun-22,"Rp 17,009,592.60"
27-Jun-22,"Rp 17,675,665.89"
26-Jun-22,"Rp 17,814,987.85"
25-Jun-22,"Rp 18,439,696.15"
24-Jun-22,"Rp 18,193,494.23"
23-Jun-22,"Rp 16,999,301.55"
22-Jun-22,"Rp 15,596,687.36"
21-Jun-22,"Rp 16,692,396.95"
20-Jun-22,"Rp 16,720,399.54"
19-Jun-22,"Rp 16,715,591.29"
18-Jun-22,"Rp 14,744,427.50"
17-Jun-22,"Rp 16,122,696.99"
16-Jun-22,"Rp 15,845,389.79"
15-Jun-22,"Rp 18,122,092.00"
14-Jun-22,"Rp 17,911,406.74"
13-Jun-22,"Rp 17,848,303.48"
12-Jun-22,"Rp 21,032,141.03"
11-Jun-22,"Rp 22,355,954.93"
10-Jun-22,"Rp 24,334,509.18"
9-Jun-22,"Rp 26,152,669.69"
8-Jun-22,"Rp 26,030,653.02"
7-Jun-22,"Rp 26,254,721.07"
6-Jun-22,"Rp 26,852,791.01"
5-Jun-22,"Rp 26,062,926.55"
4-Jun-22,"Rp 26,003,529.94"
3-Jun-22,"Rp 25,620,597.25"
2-Jun-22,"Rp 26,475,963.48"
1-Jun-22,"Rp 26,542,963.78"
31-May-22,"Rp 28,253,769.15"
30-May-22,"Rp 29,043,229.59"
29-May-22,"Rp 26,414,212.90"
28-May-22,"Rp 26,060,655.46"
27-May-22,"Rp 25,079,343.49"
26-May-22,"Rp 26,373,179.00"
25-May-22,"Rp 28,439,217.58"
24-May-22,"Rp 28,998,123.46"
23-May-22,"Rp 28,860,909.76"
22-May-22,"Rp 29,936,546.54"
21-May-22,"Rp 28,971,010.07"
20-May-22,"Rp 28,777,293.95"
19-May-22,"Rp 29,543,395.70"
18-May-22,"Rp 28,289,844.13"
17-May-22,"Rp 30,638,083.11"
16-May-22,"Rp 29,627,878.12"
15-May-22,"Rp 31,354,578.26"
14-May-22,"Rp 30,157,210.42"
13-May-22,"Rp 29,543,357.10"
12-May-22,"Rp 28,772,335.04"
11-May-22,"Rp 30,140,685.64"
10-May-22,"Rp 34,042,776.57"
9-May-22,"Rp 32,676,066.45"
8-May-22,"Rp 36,495,565.03"
7-May-22,"Rp 38,219,789.16"
6-May-22,"Rp 39,073,567.19"
5-May-22,"Rp 39,750,184.07"
4-May-22,"Rp 42,433,504.85"
3-May-22,"Rp 40,237,375.38"
2-May-22,"Rp 41,508,459.64"
1-May-22,"Rp 40,993,921.98"
30-Apr-22,"Rp 39,656,236.61"
29-Apr-22,"Rp 40,896,899.12"
28-Apr-22,"Rp 42,632,635.79"
27-Apr-22,"Rp 41,737,957.23"
26-Apr-22,"Rp 40,530,765.68"
25-Apr-22,"Rp 43,415,015.98"
24-Apr-22,"Rp 41,960,905.05"
23-Apr-22,"Rp 42,514,509.48"
22-Apr-22,"Rp 42,901,171.31"
21-Apr-22,"Rp 42,977,897.22"
20-Apr-22,"Rp 44,171,808.20"
19-Apr-22,"Rp 44,590,334.97"
18-Apr-22,"Rp 43,888,428.16"
17-Apr-22,"Rp 42,937,554.70"
16-Apr-22,"Rp 43,995,499.84"
15-Apr-22,"Rp 43,688,139.85"
14-Apr-22,"Rp 43,438,227.39"
13-Apr-22,"Rp 44,780,203.47"
12-Apr-22,"Rp 43,529,085.01"
11-Apr-22,"Rp 42,846,636.08"
10-Apr-22,"Rp 46,129,893.26"
9-Apr-22,"Rp 46,875,855.62"
8-Apr-22,"Rp 45,872,178.86"
7-Apr-22,"Rp 46,526,823.03"
6-Apr-22,"Rp 45,631,538.92"
5-Apr-22,"Rp 49,022,938.05"
4-Apr-22,"Rp 50,455,512.12"
3-Apr-22,"Rp 50,615,751.06"
2-Apr-22,"Rp 49,510,498.50"
1-Apr-22,"Rp 49,575,065.96"
31-Mar-22,"Rp 47,115,367.21"
30-Mar-22,"Rp 48,509,700.03"
29-Mar-22,"Rp 48,810,019.07"
28-Mar-22,"Rp 47,927,085.33"
27-Mar-22,"Rp 47,204,567.38"
26-Mar-22,"Rp 45,127,879.12"
25-Mar-22,"Rp 44,603,722.23"
24-Mar-22,"Rp 44,638,295.96"
23-Mar-22,"Rp 43,589,926.43"
22-Mar-22,"Rp 42,665,609.74"
21-Mar-22,"Rp 41,586,389.11"
20-Mar-22,"Rp 41,041,084.56"
19-Mar-22,"Rp 42,256,251.08"
18-Mar-22,"Rp 42,243,140.54"
17-Mar-22,"Rp 40,338,271.47"
16-Mar-22,"Rp 39,551,537.38"
15-Mar-22,"Rp 37,498,627.64"
14-Mar-22,"Rp 37,181,478.07"
13-Mar-22,"Rp 36,071,213.61"
12-Mar-22,"Rp 36,888,503.50"
11-Mar-22,"Rp 36,670,859.74"
10-Mar-22,"Rp 37,242,932.55"
9-Mar-22,"Rp 38,921,116.71"
8-Mar-22,"Rp 37,011,629.67"
7-Mar-22,"Rp 35,986,390.52"
6-Mar-22,"Rp 36,753,020.33"
5-Mar-22,"Rp 38,328,799.75"
4-Mar-22,"Rp 37,643,078.58"
3-Mar-22,"Rp 40,701,275.67"
2-Mar-22,"Rp 42,456,630.40"
1-Mar-22,"Rp 42,892,495.07"
28-Feb-22,"Rp 41,942,818.72"
27-Feb-22,"Rp 37,606,553.67"
26-Feb-22,"Rp 39,865,153.31"
25-Feb-22,"Rp 39,627,545.23"
24-Feb-22,"Rp 37,467,895.64"
23-Feb-22,"Rp 37,176,193.69"
22-Feb-22,"Rp 37,953,651.27"
21-Feb-22,"Rp 36,946,617.16"
20-Feb-22,"Rp 37,736,040.37"
19-Feb-22,"Rp 39,705,818.97"
18-Feb-22,"Rp 40,022,268.29"
17-Feb-22,"Rp 41,370,590.22"
16-Feb-22,"Rp 44,661,913.17"
15-Feb-22,"Rp 45,371,758.07"
14-Feb-22,"Rp 41,969,284.56"
13-Feb-22,"Rp 41,368,654.53"
12-Feb-22,"Rp 41,848,838.33"
11-Feb-22,"Rp 41,992,586.37"
10-Feb-22,"Rp 44,182,631.69"
9-Feb-22,"Rp 46,461,913.67"
8-Feb-22,"Rp 44,924,188.82"
7-Feb-22,"Rp 45,235,550.25"
6-Feb-22,"Rp 44,011,907.27"
5-Feb-22,"Rp 43,413,045.91"
4-Feb-22,"Rp 42,965,741.24"
3-Feb-22,"Rp 38,554,488.07"
2-Feb-22,"Rp 38,513,307.93"
1-Feb-22,"Rp 40,036,169.17"
31-Jan-22,"Rp 38,594,276.34"
30-Jan-22,"Rp 37,449,874.07"
29-Jan-22,"Rp 37,354,907.96"
28-Jan-22,"Rp 36,635,842.75"
27-Jan-22,"Rp 34,879,103.19"
26-Jan-22,"Rp 35,501,258.13"
25-Jan-22,"Rp 35,237,427.49"
24-Jan-22,"Rp 35,020,764.12"
23-Jan-22,"Rp 36,332,253.63"
22-Jan-22,"Rp 34,465,643.37"
21-Jan-22,"Rp 36,654,520.68"
20-Jan-22,"Rp 43,069,073.67"
19-Jan-22,"Rp 44,541,126.14"
18-Jan-22,"Rp 45,431,289.41"
17-Jan-22,"Rp 46,036,344.56"
16-Jan-22,"Rp 47,974,510.82"
15-Jan-22,"Rp 47,675,050.31"
14-Jan-22,"Rp 47,381,180.86"
13-Jan-22,"Rp 46,480,266.57"
12-Jan-22,"Rp 48,311,180.53"
11-Jan-22,"Rp 46,338,346.49"
10-Jan-22,"Rp 44,141,230.03"
9-Jan-22,"Rp 45,297,275.50"
8-Jan-22,"Rp 44,273,182.44"
7-Jan-22,"Rp 45,722,782.61"
6-Jan-22,"Rp 49,125,603.08"
5-Jan-22,"Rp 51,142,790.47"
4-Jan-22,"Rp 54,431,244.44"
3-Jan-22,"Rp 53,726,239.35"
2-Jan-22,"Rp 54,547,716.54"
1-Jan-22,"Rp 53,688,023.48"
31-Dec-21,"Rp 52,448,057.84"
30-Dec-21,"Rp 52,982,372.03"
29-Dec-21,"Rp 51,699,319.25"
28-Dec-21,"Rp 54,078,916.77"
27-Dec-21,"Rp 57,429,660.44"
26-Dec-21,"Rp 57,712,741.92"
25-Dec-21,"Rp 58,045,793.28"
